customerID,Churn,ChurnProbability,RiskCategory,MonthlyCharges,TotalCharges,RevenueAtRisk,Contract,tenure,TenureGroup,CustomerValueGroup,Segment,NumServices,InternetService
0956-SYCWG,No,0.0844,Low Risk,19.65,244.8,1.66,One year,13,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
8017-UVSZU,No,0.1115,Low Risk,56.6,2379.1,6.31,Month-to-month,40,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
7100-FQPRV,No,0.0483,Low Risk,71.9,3173.35,3.47,One year,43,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
2472-OVKUP,Yes,0.6747,High Risk,91.0,531.0,61.39,Month-to-month,6,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
2984-RGEYA,No,0.002,Low Risk,19.75,1375.4,0.04,Two year,69,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
9680-NIAUV,No,0.0418,Low Risk,109.7,8129.3,4.58,Two year,72,49+ months,High Value,High Value / Low Risk,8,Fiber optic
2146-EGVDT,No,0.0032,Low Risk,19.3,1192.7,0.06,Two year,59,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
2604-IJPDU,No,0.3875,Medium Risk,96.55,1901.65,37.41,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
9178-JHUVJ,No,0.0322,Low Risk,24.1,587.4,0.78,Two year,24,13-24 months,Medium Value,Low-Med Value / Low Risk,2,No
6168-YBYNP,No,0.381,Medium Risk,111.35,6519.75,42.42,Month-to-month,59,49+ months,High Value,High Value / Low Risk,8,Fiber optic
7255-SSFBC,No,0.0617,Low Risk,112.25,8041.65,6.93,Two year,72,49+ months,High Value,High Value / Low Risk,8,Fiber optic
3645-DEYGF,No,0.1584,Low Risk,20.75,20.75,3.29,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
9323-HGFWY,No,0.2057,Low Risk,101.9,2681.15,20.96,One year,27,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
8544-GOQSH,No,0.3684,Medium Risk,80.05,1112.3,29.49,Month-to-month,14,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
3363-DTIVD,No,0.0659,Low Risk,105.55,7405.5,6.95,Two year,71,49+ months,High Value,High Value / Low Risk,7,Fiber optic
7018-WBJNK,No,0.5231,High Risk,78.3,1033.95,40.96,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
9142-KZXOP,No,0.195,Low Risk,68.85,2958.95,13.42,Month-to-month,44,25-48 months,Medium Value,Low-Med Value / Low Risk,2,Fiber optic
7674-YTAFD,No,0.1424,Low Risk,79.95,2684.85,11.38,One year,33,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
6348-SNFUS,No,0.0083,Low Risk,55.45,4179.2,0.46,Two year,72,49+ months,High Value,High Value / Low Risk,6,DSL
1285-OKIPP,Yes,0.6745,High Risk,79.9,79.9,53.89,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
7825-ECJRF,Yes,0.4831,Medium Risk,106.6,1934.45,51.5,Month-to-month,19,13-24 months,Medium Value,Low-Med Value / Low Risk,7,Fiber optic
1347-KTTTA,No,0.1181,Low Risk,102.45,6654.1,12.1,One year,64,49+ months,High Value,High Value / Low Risk,7,Fiber optic
7841-TZDMQ,Yes,0.4028,Medium Risk,46.0,84.5,18.53,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
4195-NZGTA,No,0.5605,High Risk,25.25,25.25,14.15,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,1,DSL
7157-SMCFK,No,0.003,Low Risk,19.75,1124.2,0.06,Two year,61,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
4709-LKHYG,No,0.034,Low Risk,20.0,540.05,0.68,One year,29,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
2504-DSHIH,No,0.6134,High Risk,86.8,1975.85,53.24,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
0699-NDKJM,No,0.1197,Low Risk,58.75,3437.45,7.03,Month-to-month,57,49+ months,Medium Value,Low-Med Value / Low Risk,6,DSL
9286-BHDQG,No,0.0036,Low Risk,45.25,3139.8,0.16,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
0230-WEQUW,No,0.0131,Low Risk,56.6,3789.2,0.74,Two year,66,49+ months,High Value,High Value / Low Risk,6,DSL
2040-LDIWQ,No,0.0235,Low Risk,84.2,5324.5,1.98,Two year,65,49+ months,High Value,High Value / Low Risk,8,DSL
6496-JDSSB,No,0.6143,High Risk,80.0,624.6,49.15,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
9408-SSNVZ,Yes,0.6779,High Risk,70.15,268.35,47.55,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
4443-EMBNA,No,0.0034,Low Risk,24.75,1836.9,0.08,Two year,71,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
6469-MRVET,No,0.1614,Low Risk,20.2,20.2,3.26,One year,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
0742-MOABM,Yes,0.2539,Medium Risk,50.05,179.35,12.71,Month-to-month,4,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
5961-VUSRV,No,0.0876,Low Risk,19.35,219.35,1.69,One year,12,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
6778-JFCMK,No,0.2236,Low Risk,50.6,1288.75,11.32,One year,24,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
6341-JVQGF,No,0.0742,Low Risk,81.15,2545.75,6.02,One year,31,25-48 months,Medium Value,Low-Med Value / Low Risk,7,DSL
2232-DMLXU,Yes,0.4061,Medium Risk,55.2,55.2,22.41,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
4811-JBUVU,No,0.431,Medium Risk,89.9,2723.15,38.75,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
0945-TSONX,No,0.0279,Low Risk,85.3,4107.25,2.38,Two year,47,25-48 months,High Value,High Value / Low Risk,8,DSL
2651-ZCBXV,No,0.0778,Low Risk,108.0,5760.65,8.41,Two year,54,49+ months,High Value,High Value / Low Risk,8,Fiber optic
3316-UWXUY,No,0.1555,Low Risk,93.5,4747.5,14.54,Month-to-month,50,49+ months,High Value,High Value / Low Risk,6,Fiber optic
8937-RDTHP,Yes,0.5904,High Risk,84.6,84.6,49.95,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
7083-MIOPC,No,0.0021,Low Risk,20.25,1566.9,0.04,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
1984-GPTEH,No,0.1061,Low Risk,25.15,702.0,2.67,Month-to-month,29,25-48 months,Medium Value,Low-Med Value / Low Risk,2,No
1251-KRREG,Yes,0.4636,Medium Risk,54.4,114.1,25.22,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,4,DSL
0621-JFHOL,No,0.1436,Low Risk,29.6,299.05,4.25,Two year,10,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
9903-LYSAB,No,0.6529,High Risk,73.15,1305.95,47.76,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
0094-OIFMO,Yes,0.73,High Risk,95.0,1120.3,69.35,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
9227-UAQFT,No,0.0306,Low Risk,19.75,284.35,0.6,Two year,16,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
7301-ABVAD,No,0.0167,Low Risk,86.6,6350.5,1.45,Two year,72,49+ months,High Value,High Value / Low Risk,8,DSL
6614-FHDBO,No,0.0537,Low Risk,109.2,7878.3,5.86,Two year,72,49+ months,High Value,High Value / Low Risk,8,Fiber optic
7576-ASEJU,No,0.0511,Low Risk,74.7,3187.65,3.81,One year,41,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
9058-HRZSV,No,0.164,Low Risk,94.4,6126.15,15.48,Month-to-month,65,49+ months,High Value,High Value / Low Risk,6,Fiber optic
4522-AKYLR,No,0.3862,Medium Risk,54.8,731.3,21.17,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
0221-WMXNQ,No,0.5276,High Risk,75.35,273.4,39.76,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
0303-UNCIP,No,0.0915,Low Risk,65.0,2531.8,5.95,One year,41,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
9947-OTFQU,Yes,0.5917,High Risk,74.4,1074.3,44.03,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
0322-YINQP,Yes,0.3476,Medium Risk,48.55,48.55,16.87,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
0959-WHOKV,No,0.2589,Medium Risk,99.0,4298.45,25.63,One year,42,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
4075-JFPGR,No,0.1528,Low Risk,93.5,4619.55,14.29,One year,51,49+ months,High Value,High Value / Low Risk,6,Fiber optic
4629-NRXKX,Yes,0.5594,High Risk,70.4,147.15,39.38,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
9514-JDSKI,Yes,0.6171,High Risk,40.2,40.2,24.81,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,DSL
3282-ZISZV,No,0.0793,Low Risk,83.7,2633.3,6.64,One year,32,25-48 months,Medium Value,Low-Med Value / Low Risk,8,DSL
3675-YDUPJ,No,0.1856,Low Risk,19.85,193.05,3.68,Month-to-month,10,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
4111-BNXIF,No,0.0297,Low Risk,59.55,4103.9,1.77,Two year,67,49+ months,High Value,High Value / Low Risk,6,DSL
7017-VFHAY,No,0.0386,Low Risk,115.1,7008.15,4.44,Two year,61,49+ months,High Value,High Value / Low Risk,9,Fiber optic
6655-LHBYW,No,0.1128,Low Risk,114.35,5791.1,12.9,One year,50,49+ months,High Value,High Value / Low Risk,9,Fiber optic
4959-JOSRX,Yes,0.4087,Medium Risk,44.6,80.55,18.23,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
5046-NUHWD,No,0.3501,Medium Risk,45.0,1228.65,15.75,Month-to-month,29,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
7273-TEFQD,Yes,0.703,High Risk,41.15,132.2,28.93,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,DSL
3606-TWKGI,Yes,0.7646,Critical Risk,106.9,1364.3,81.73,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
7529-ZDFXI,No,0.4103,Medium Risk,89.85,4925.35,36.87,Month-to-month,57,49+ months,High Value,High Value / Low Risk,5,Fiber optic
7605-BDWDC,No,0.046,Low Risk,49.85,1520.1,2.3,Two year,31,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
1950-KSVVJ,No,0.1347,Low Risk,113.3,5032.25,15.27,One year,45,25-48 months,High Value,High Value / Low Risk,9,Fiber optic
0123-CRBRT,No,0.0147,Low Risk,88.1,5526.75,1.29,Two year,61,49+ months,High Value,High Value / Low Risk,9,DSL
6292-TOSSS,No,0.0084,Low Risk,24.9,1195.25,0.21,Two year,50,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
3197-ARFOY,No,0.4199,Medium Risk,105.0,2007.25,44.09,Month-to-month,19,13-24 months,Medium Value,Low-Med Value / Low Risk,7,Fiber optic
6323-AYBRX,Yes,0.0042,Low Risk,19.35,1099.6,0.08,Two year,59,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
7014-ZZXAW,No,0.0046,Low Risk,24.25,1732.95,0.11,Two year,71,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
4385-GZQXV,Yes,0.6548,High Risk,94.45,1511.2,61.85,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
7633-MVPUY,No,0.0138,Low Risk,59.75,3450.15,0.83,Two year,57,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
6366-ZGQGL,Yes,0.4731,Medium Risk,24.8,24.8,11.73,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,DSL
4716-HHKQH,No,0.5801,High Risk,107.05,2172.05,62.1,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
5940-AHUHD,Yes,0.5453,High Risk,70.6,70.6,38.5,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
6432-TWQLB,Yes,0.6207,High Risk,85.4,401.1,53.01,Month-to-month,5,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
4484-GLZOU,Yes,0.5161,High Risk,105.05,5624.85,54.21,Month-to-month,52,49+ months,High Value,High Value / High Risk,7,Fiber optic
3179-GBRWV,No,0.2252,Low Risk,64.95,1339.8,14.63,Month-to-month,21,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
8645-KWHJO,No,0.5417,High Risk,55.0,771.95,29.79,Month-to-month,14,13-24 months,Medium Value,Low-Med Value / High Risk,5,DSL
4130-MZLCC,No,0.2627,Medium Risk,50.55,244.75,13.28,Month-to-month,5,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
0314-TKOSI,No,0.1951,Low Risk,55.15,322.9,10.76,Month-to-month,6,0-12 months,Low Value,Low-Med Value / Low Risk,4,DSL
8229-MYEJZ,No,0.2972,Medium Risk,51.2,498.25,15.22,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
2080-SRCDE,No,0.198,Low Risk,25.4,25.4,5.03,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,No
9577-WJVCQ,No,0.0345,Low Risk,54.45,3687.75,1.88,Month-to-month,68,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
9512-UIBFX,Yes,0.4775,Medium Risk,95.15,1779.95,45.44,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
6202-DYYFX,No,0.3406,Medium Risk,76.0,1783.6,25.88,One year,22,13-24 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
3808-HFKDE,No,0.3334,Medium Risk,44.35,927.15,14.79,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,2,DSL
5583-SXDAG,Yes,0.6285,High Risk,70.0,70.0,44.0,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
3488-PGMQJ,Yes,0.6499,High Risk,74.5,606.55,48.42,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
3580-REOAC,Yes,0.3316,Medium Risk,44.85,435.4,14.87,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / Low Risk,2,DSL
7534-BFESC,Yes,0.6203,High Risk,76.1,1712.7,47.2,Month-to-month,24,13-24 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
3727-OWVYD,No,0.0378,Low Risk,61.2,2021.2,2.31,One year,35,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
2294-SALNE,No,0.1171,Low Risk,86.8,1940.8,10.16,One year,23,13-24 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
4847-TAJYI,No,0.7875,Critical Risk,89.35,567.8,70.37,Month-to-month,6,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
1563-IWQEX,No,0.1232,Low Risk,19.7,220.35,2.43,Month-to-month,12,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
8203-XJZRC,No,0.1923,Low Risk,20.25,20.25,3.89,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
6556-DBKZF,No,0.0311,Low Risk,76.05,5436.45,2.37,Two year,71,49+ months,High Value,High Value / Low Risk,3,Fiber optic
6851-WEFYX,No,0.6798,High Risk,100.8,3437.5,68.53,Month-to-month,35,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
2985-JUUBZ,No,0.3239,Medium Risk,74.55,3015.75,24.14,Month-to-month,40,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
6390-DSAZX,Yes,0.4787,Medium Risk,73.6,73.6,35.23,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,3,Fiber optic
0895-LMRSF,No,0.2092,Low Risk,64.9,1509.8,13.57,One year,23,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
8098-LLAZX,Yes,0.8372,Critical Risk,95.45,396.1,79.91,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,5,Fiber optic
8266-VBFQL,No,0.6413,High Risk,90.4,356.65,57.97,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,5,Fiber optic
8181-YHCMF,No,0.0129,Low Risk,60.3,4109.0,0.78,Two year,68,49+ months,High Value,High Value / Low Risk,6,DSL
2240-HSJQD,No,0.3173,Medium Risk,81.85,3141.7,25.97,Month-to-month,38,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
1248-DYXUB,No,0.0067,Low Risk,24.8,1229.1,0.17,Two year,52,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
0265-EDXBD,Yes,0.565,High Risk,74.9,2303.35,42.32,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
4115-BNPJY,No,0.0438,Low Risk,75.55,2054.4,3.31,Two year,29,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
3167-SNQPL,No,0.4836,Medium Risk,101.15,3741.85,48.92,Month-to-month,38,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
4091-TVOCN,No,0.0738,Low Risk,78.75,3682.45,5.81,One year,48,25-48 months,Medium Value,Low-Med Value / Low Risk,7,DSL
1098-TDVUQ,No,0.2431,Low Risk,19.25,19.25,4.68,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
7277-OZCGZ,No,0.4101,Medium Risk,89.05,1886.25,36.52,Month-to-month,22,13-24 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
1557-EMYVT,No,0.0704,Low Risk,115.05,4895.1,8.1,Two year,43,25-48 months,High Value,High Value / Low Risk,9,Fiber optic
2799-ARNLO,No,0.7089,High Risk,69.35,341.6,49.17,Month-to-month,5,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
7563-BIUPC,Yes,0.723,High Risk,80.6,415.55,58.28,Month-to-month,5,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
5027-YOCXN,No,0.0901,Low Risk,110.05,5686.4,9.91,One year,51,49+ months,High Value,High Value / Low Risk,8,Fiber optic
3973-SKMLN,No,0.0031,Low Risk,19.9,1355.1,0.06,Two year,71,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
2321-OMBXY,Yes,0.0337,Low Risk,80.3,3058.65,2.71,One year,38,25-48 months,Medium Value,Low-Med Value / Low Risk,7,DSL
2840-XANRC,Yes,0.6893,High Risk,93.15,2231.05,64.21,Month-to-month,24,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
6745-JEFZB,No,0.3962,Medium Risk,91.5,3236.35,36.26,Month-to-month,35,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
5020-ZSTTY,Yes,0.0411,Low Risk,82.45,4350.1,3.39,One year,54,49+ months,High Value,High Value / Low Risk,8,DSL
9880-TDQAC,No,0.0238,Low Risk,60.0,4264.0,1.43,Two year,72,49+ months,High Value,High Value / Low Risk,6,DSL
8705-WZCYL,No,0.5215,High Risk,44.8,44.8,23.36,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,DSL
7102-JJVTX,No,0.0964,Low Risk,48.6,422.3,4.68,One year,9,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
8626-PTQGE,No,0.016,Low Risk,60.05,4176.7,0.96,Two year,69,49+ months,High Value,High Value / Low Risk,6,DSL
4983-CLMLV,No,0.3192,Medium Risk,102.7,5138.1,32.78,Month-to-month,52,49+ months,High Value,High Value / Low Risk,7,Fiber optic
5701-YVSVF,No,0.6406,High Risk,82.9,880.05,53.11,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
5804-LEPIM,Yes,0.7226,High Risk,70.35,139.05,50.84,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
5697-GOMBF,No,0.4015,Medium Risk,35.9,973.65,14.41,Month-to-month,28,25-48 months,Medium Value,Low-Med Value / Low Risk,2,DSL
2739-CACDQ,No,0.5707,High Risk,82.65,1470.05,47.17,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
9385-EHGDO,No,0.0151,Low Risk,19.85,739.35,0.3,Two year,35,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
9498-FIMXL,No,0.1108,Low Risk,19.2,161.95,2.13,One year,8,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2379-GYFLQ,No,0.2256,Low Risk,94.9,4422.95,21.41,One year,46,25-48 months,High Value,High Value / Low Risk,6,Fiber optic
0122-OAHPZ,Yes,0.7222,High Risk,73.85,511.25,53.33,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
2868-SNELZ,Yes,0.5919,High Risk,80.6,155.8,47.71,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
4322-RCYMT,Yes,0.0292,Low Risk,75.8,5293.95,2.22,One year,68,49+ months,High Value,High Value / Low Risk,7,DSL
6680-NENYN,Yes,0.2661,Medium Risk,104.6,4759.85,27.83,Two year,43,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
2088-IEBAU,No,0.0284,Low Risk,88.15,6148.45,2.5,Two year,68,49+ months,High Value,High Value / Low Risk,9,DSL
7982-VCELR,No,0.4323,Medium Risk,94.8,3565.65,40.98,Month-to-month,36,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
1343-EHPYB,Yes,0.4451,Medium Risk,103.4,6603.0,46.02,Month-to-month,63,49+ months,High Value,High Value / Low Risk,7,Fiber optic
6035-BXTTY,No,0.0946,Low Risk,54.65,1830.1,5.17,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
6885-PKOAM,No,0.0122,Low Risk,85.75,6223.8,1.05,Two year,71,49+ months,High Value,High Value / Low Risk,9,DSL
7520-HQWJU,No,0.0387,Low Risk,67.45,4508.65,2.61,Month-to-month,66,49+ months,High Value,High Value / Low Risk,6,DSL
9639-BUJXT,No,0.0067,Low Risk,20.5,1328.15,0.14,One year,63,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
5924-SNGKP,No,0.0188,Low Risk,20.25,865.0,0.38,One year,41,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
0021-IKXGC,No,0.7918,Critical Risk,72.1,72.1,57.09,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
2034-GDRCN,Yes,0.7787,Critical Risk,90.4,168.2,70.39,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
8966-SNIZF,No,0.0024,Low Risk,19.45,1303.5,0.05,Two year,70,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
6243-OZGFH,No,0.5396,High Risk,44.95,996.85,24.25,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / High Risk,3,DSL
4654-DLAMQ,No,0.0677,Low Risk,97.0,6430.9,6.57,One year,64,49+ months,High Value,High Value / Low Risk,6,Fiber optic
0513-RBGPE,No,0.024,Low Risk,62.8,2278.75,1.5,Two year,37,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
5160-UXJED,No,0.1017,Low Risk,44.6,681.4,4.53,One year,17,13-24 months,Medium Value,Low-Med Value / Low Risk,2,DSL
4115-NZRKS,No,0.7797,Critical Risk,89.15,574.35,69.51,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
0219-YTZUE,Yes,0.5685,High Risk,84.8,371.9,48.21,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,5,Fiber optic
0623-IIHUG,Yes,0.4227,Medium Risk,41.9,840.1,17.71,Month-to-month,21,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
4572-DVCGN,Yes,0.6011,High Risk,80.25,846.0,48.24,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
3351-NGXYI,No,0.38,Medium Risk,54.1,889.0,20.56,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
8984-EYLLL,No,0.1288,Low Risk,105.25,6823.4,13.55,Two year,64,49+ months,High Value,High Value / Low Risk,7,Fiber optic
9057-MSWCO,Yes,0.172,Low Risk,30.75,805.1,5.29,Month-to-month,27,25-48 months,Medium Value,Low-Med Value / Low Risk,2,DSL
9833-TGFHX,No,0.2282,Low Risk,97.1,4016.75,22.15,One year,42,25-48 months,High Value,High Value / Low Risk,6,Fiber optic
9294-TDIPC,No,0.1358,Low Risk,20.2,83.75,2.74,Month-to-month,5,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
5229-DTFYB,No,0.1108,Low Risk,98.8,3959.15,10.95,Two year,41,25-48 months,High Value,High Value / Low Risk,6,Fiber optic
0104-PPXDV,No,0.0247,Low Risk,50.3,2878.55,1.24,One year,58,49+ months,Medium Value,Low-Med Value / Low Risk,3,DSL
5176-LMJXE,No,0.0104,Low Risk,20.55,945.7,0.21,Two year,47,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
3583-KRKMD,No,0.3862,Medium Risk,75.9,1373.05,29.31,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
1010-DIAUQ,Yes,0.596,High Risk,96.5,492.55,57.52,Month-to-month,5,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
9069-LGEUL,No,0.2158,Low Risk,59.95,1406.0,12.94,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
7302-ZHMHP,No,0.1921,Low Risk,19.15,19.15,3.68,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
